Time,w1,x1,y1,z1,loc1_x,loc1_y,loc1_z,time2,w2,x2,y2,z2,loc2_x,loc2_y,loc2_z
1731973443.2366211,-0.23168078064918518,0.1850956231355667,0.6531312465667725,-0.6967661380767822,49.345787048339844,-91.17103576660156,7.476139068603516,1731973443.236632,-0.05781878903508186,-0.04484542831778526,-0.08708657324314117,0.9935097694396973,-0.01634618453681469,0.25428202748298645,7.6608076095581055
1731973443.244304,-0.2282721996307373,0.18250995874404907,0.6524328589439392,-0.6992232799530029,49.87958526611328,-90.8092041015625,7.718943119049072,1731973443.244315,-0.05953408032655716,-0.04505957290530205,-0.08887513726949692,0.9932403564453125,-0.029364584013819695,0.2568424344062805,7.6612091064453125
1731973443.253139,-0.22755905985832214,0.18206480145454407,0.6523931622505188,-0.6996087431907654,49.952850341796875,-90.76360321044922,7.785655498504639,1731973443.25321,-0.06114254146814346,-0.045614320784807205,-0.09013039618730545,0.9930042028427124,-0.04299682378768921,0.2611372768878937,7.663019180297852
1731973443.2609541,-0.22696693241596222,0.18220673501491547,0.6522124409675598,-0.6999325156211853,49.98068618774414,-90.74736022949219,7.835124969482422,1731973443.2609658,-0.06292864680290222,-0.04643294960260391,-0.0911487266421318,0.9927616715431213,-0.05725257843732834,0.26803672313690186,7.666019916534424
1731973443.2691998,-0.22616858780384064,0.18155890703201294,0.6523209810256958,-0.7002581357955933,50.07206726074219,-90.69158935546875,7.845031261444092,1731973443.26921,-0.06496036052703857,-0.04747261106967926,-0.0920645222067833,0.9924970865249634,-0.07211305946111679,0.27721384167671204,7.669992923736572
1731973443.277576,-0.22633515298366547,0.1818590611219406,0.6519615650177002,-0.7004610300064087,50.036991119384766,-90.70668029785156,7.879147529602051,1731973443.2777941,-0.06719621270895004,-0.04853061959147453,-0.09283288568258286,0.9922254681587219,-0.08766046911478043,0.28786569833755493,7.6744794845581055
1731973443.285907,-0.22733820974826813,0.18246054649353027,0.6522476673126221,-0.6997131109237671,49.91749954223633,-90.78553771972656,7.837551116943359,1731973443.2859142,-0.06968121230602264,-0.04953437298536301,-0.09359629452228546,0.9919326901435852,-0.10373032093048096,0.2990820109844208,7.678913116455078
1731973443.2944279,-0.22803695499897003,0.1827121526002884,0.6525912880897522,-0.6990994215011597,49.82859802246094,-90.84855651855469,7.736043453216553,1731973443.294441,-0.07228478789329529,-0.05056663975119591,-0.09436950087547302,0.9916210174560547,-0.1194828674197197,0.30981573462486267,7.683400630950928
1731973443.302529,-0.2294701337814331,0.18386614322662354,0.6528116464614868,-0.6981214284896851,49.6091423034668,-90.99555969238281,7.689294815063477,1731973443.302549,-0.07462490350008011,-0.05159909278154373,-0.09475381672382355,0.9913578033447266,-0.13495950400829315,0.31965160369873047,7.687830924987793
1731973443.310921,-0.22930938005447388,0.1836179941892624,0.6525765657424927,-0.698459267616272,49.660728454589844,-90.9559097290039,7.699507713317871,1731973443.310934,-0.07649552822113037,-0.05246327072381973,-0.09465964138507843,0.9911788105964661,-0.14967931807041168,0.32806235551834106,7.692001819610596
1731973443.319191,-0.22836315631866455,0.18294431269168854,0.6523367166519165,-0.6991697549819946,49.82879638671875,-90.83607482910156,7.760425090789795,1731973443.319198,-0.07794002443552017,-0.05306151509284973,-0.09415712207555771,0.9910823106765747,-0.16330395638942719,0.3350012004375458,7.695817947387695
1731973443.3275158,-0.22595228254795074,0.18137843906879425,0.6515588760375977,-0.7010837197303772,50.1323356628418,-90.62371826171875,7.880185604095459,1731973443.3275251,-0.07906319946050644,-0.05335058271884918,-0.09344073385000229,0.9910456538200378,-0.17555181682109833,0.3408789038658142,7.69935417175293
1731973443.335853,-0.22643592953681946,0.18258701264858246,0.6518980264663696,-0.7002982497215271,49.99272918701172,-90.72874450683594,7.970304012298584,1731973443.335986,-0.07996835559606552,-0.05334996059536934,-0.09256346523761749,0.9910553693771362,-0.1864566057920456,0.3465515077114105,7.702668190002441
1731973443.352211,-0.22707907855510712,0.1828336864709854,0.6522313356399536,-0.6997150182723999,49.879329681396484,-90.81163787841797,7.834966659545898,1731973443.352221,-0.08081723004579544,-0.05315234512090683,-0.09167983382940292,0.9910792708396912,-0.19539165496826172,0.35249343514442444,7.705774784088135
1731973443.353628,-0.22883179783821106,0.18405663967132568,0.6525505781173706,-0.6985247135162354,49.64802169799805,-90.97174072265625,7.772538661956787,1731973443.353638,-0.08168944716453552,-0.05281637981534004,-0.09090567380189896,0.9910970330238342,-0.20255300402641296,0.3583417534828186,7.708312511444092
1731973443.3623328,-0.23075684905052185,0.18523713946342468,0.6530619859695435,-0.697100043296814,49.39418029785156,-91.14411926269531,7.646352767944336,1731973443.362535,-0.082546167075634,-0.05242810398340225,-0.09034120291471481,0.9910982847213745,-0.2075854241847992,0.3633970022201538,7.710262298583984
1731973443.374054,-0.22922758758068085,0.1837809681892395,0.6527793407440186,-0.6982537508010864,49.658512115478516,-90.95771026611328,7.677309989929199,1731973443.374065,-0.08327115327119827,-0.05218303203582764,-0.08995193988084793,0.991085946559906,-0.21033315360546112,0.3676757514476776,7.7118425369262695
