Time,w1,x1,y1,z1,w2,x2,y2,z2,x_diff,y_diff,z_diff
1718830622.472057,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830622.487123,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830622.4962869,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830622.512198,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830622.522112,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830622.540222,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830622.548348,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830622.563154,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830622.573142,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830622.5903091,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830622.599304,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830622.6141388,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830622.624002,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830622.640309,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830622.649655,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.64,-0.9753396889388317,13.018206542173417,-0.8508738881105962
1718830622.7036889,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9753396889388317,13.018206542173417,-0.8508738881105962
1718830622.704108,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9753396889388317,13.018206542173417,-0.8508738881105962
1718830622.7044852,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9753396889388317,13.018206542173417,-0.8508738881105962
1718830622.704861,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9753396889388317,13.018206542173417,-0.8508738881105962
1718830622.714161,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9753396889388317,13.018206542173417,-0.8508738881105962
1718830622.7240582,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9753396889388317,13.018206542173417,-0.8508738881105962
1718830622.740139,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9753396889388317,13.018206542173417,-0.8508738881105962
1718830622.7496471,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9753396889388317,13.018206542173417,-0.8508738881105962
1718830622.7640781,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9753396889388317,13.018206542173417,-0.8508738881105962
1718830622.7740831,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830622.79091,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830622.7997382,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830622.814135,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830622.824047,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830622.8403158,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830622.849751,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830622.864129,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830622.874036,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830622.890194,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830622.8993611,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830622.9528692,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830622.953294,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830622.953674,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830622.9540539,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830622.964148,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.65,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830622.974101,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.65,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830622.9901881,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.65,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830622.999545,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.65,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830623.014158,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.65,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830623.0240362,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.65,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830623.040749,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.65,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830623.0494668,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.65,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830623.06413,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830623.0740118,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830623.090344,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.64,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830623.099604,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.64,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830623.114159,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.64,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830623.124026,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.64,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830623.140331,-0.69,0.0,-0.01,0.73,0.77,-0.01,-0.0,-0.64,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830623.149602,-0.69,0.0,-0.01,0.73,0.77,-0.01,-0.0,-0.64,-0.23362617247489506,13.770705310726234,-1.554478324727344
1718830623.1967309,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.23362617247489506,13.770705310726234,-1.554478324727344
1718830623.1971672,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.23362617247489506,13.770705310726234,-1.554478324727344
1718830623.19756,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.23362617247489506,13.770705310726234,-1.554478324727344
1718830623.199583,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.23362617247489506,13.770705310726234,-1.554478324727344
1718830623.2142038,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.23362617247489506,13.770705310726234,-1.554478324727344
1718830623.224132,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.23362617247489506,13.770705310726234,-1.554478324727344
1718830623.240288,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.23362617247489506,13.770705310726234,-1.554478324727344
1718830623.2496278,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.23362617247489506,13.770705310726234,-1.554478324727344
1718830623.264178,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.23362617247489506,13.770705310726234,-1.554478324727344
1718830623.274049,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830623.290821,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830623.299562,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830623.314157,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830623.32409,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830623.341297,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830623.351088,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830623.3661308,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830623.3761659,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830623.392295,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830623.401938,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830623.456953,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830623.4574049,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830623.457804,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830623.45821,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830623.466182,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830623.476189,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830623.492146,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830623.501923,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830623.5161831,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830623.526077,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830623.5427961,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830623.552091,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830623.5660841,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.65,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830623.576118,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.65,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830623.5923488,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.65,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830623.601726,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.65,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830623.61616,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.65,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830623.626122,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.65,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830623.6423402,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830623.651914,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.64,-0.9753396889388317,13.018206542173417,-0.8508738881105962
1718830623.7035131,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.64,-0.9753396889388317,13.018206542173417,-0.8508738881105962
1718830623.7039318,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.64,-0.9753396889388317,13.018206542173417,-0.8508738881105962
1718830623.7043169,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.64,-0.9753396889388317,13.018206542173417,-0.8508738881105962
1718830623.7046971,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.64,-0.9753396889388317,13.018206542173417,-0.8508738881105962
1718830623.716197,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.65,-0.9753396889388317,13.018206542173417,-0.8508738881105962
1718830623.726167,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.65,-0.9753396889388317,13.018206542173417,-0.8508738881105962
1718830623.742236,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.65,-0.9753396889388317,13.018206542173417,-0.8508738881105962
1718830623.751643,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.65,-0.9753396889388317,13.018206542173417,-0.8508738881105962
1718830623.766217,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.65,-0.9753396889388317,13.018206542173417,-0.8508738881105962
1718830623.776049,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.65,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830623.792736,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.65,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830623.801611,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.65,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830623.816066,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.64,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830623.826081,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.64,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830623.842263,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.64,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830623.8517702,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.64,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830623.866122,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.64,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830623.8760269,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.64,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830623.892268,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830623.901501,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830623.949981,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830623.9504,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830623.950784,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830623.952843,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830623.967166,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830623.977074,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830623.99329,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.65,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830624.0027158,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.65,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830624.019169,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.65,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830624.028268,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.65,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830624.044749,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.65,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830624.053962,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.65,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830624.069225,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.65,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830624.079179,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.65,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830624.0953012,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.65,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830624.104474,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.65,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830624.121143,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.65,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830624.130472,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.65,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830624.1452422,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.65,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830624.185795,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.65,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830624.1973288,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.65,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830624.197737,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.65,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830624.198112,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.65,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830624.206917,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.65,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830624.2231832,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.65,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830624.2327948,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.65,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830624.249265,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.64,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830624.2583869,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.64,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830624.274174,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.65,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830624.284069,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.65,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830624.3026838,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.65,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830624.311745,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.65,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830624.327245,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.64,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830624.337038,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.64,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830624.354202,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.64,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830624.363294,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.64,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830624.380157,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.64,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830624.389872,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.64,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830624.4308128,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.962026523927345,12.141814466609361,-0.8479741593721946
1718830624.4367201,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830624.445236,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830624.4456499,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830624.4562,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830624.466089,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830624.482177,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830624.492311,-0.69,0.0,-0.01,0.73,0.76,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830624.5071812,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830624.517075,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830624.533241,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830624.5434492,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830624.559787,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830624.568429,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830624.585161,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830624.594402,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830624.6112058,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830624.620283,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830624.6361878,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830624.6462002,-0.69,0.0,-0.01,0.73,0.77,-0.0,-0.0,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830624.663198,-0.69,0.0,-0.01,0.73,0.77,0.0,-0.01,-0.64,-0.9866101881017337,13.755334353480874,-0.853483325086044
1718830624.672696,-0.69,0.0,-0.01,0.73,0.77,0.0,-0.01,-0.64,-1.8924348976539282,13.734953673986118,-1.800261887660696
1718830624.726572,-0.69,0.0,-0.01,0.73,0.77,0.01,-0.01,-0.64,-1.8924348976539282,13.734953673986118,-1.800261887660696
