Time,w1,x1,y1,z1,time2,w2,x2,y2,z2
1703610250.112816,0.9867262840270996,0.0695708245038986,-0.1270777136087417,0.0733638331294059,1703610250.112896,0.9867262840270996,0.0695708245038986,-0.1270777136087417,0.0733638331294059
1703610255.746089,0.9872835278511048,0.0577125661075115,-0.1256101578474044,0.0785016566514968,1703610255.746093,0.9872835278511048,0.0577125661075115,-0.1256101578474044,0.0785016566514968
1703610263.1127832,0.9875709414482116,0.0607009306550025,-0.1224960461258888,0.0775475353002548,1703610263.11287,0.9875709414482116,0.0607009306550025,-0.1224960461258888,0.0775475353002548
1703610270.8794649,0.9875625371932985,0.05483253672719,-0.1235538050532341,0.0802993699908256,1703610270.87947,0.9875625371932985,0.05483253672719,-0.1235538050532341,0.0802993699908256
1703610276.5127082,0.9877990484237672,0.0529865100979805,-0.1235822513699531,0.0785667821764946,1703610276.512713,0.9877990484237672,0.0529865100979805,-0.1235822513699531,0.0785667821764946
1703610280.6626902,0.987748920917511,0.0533954575657844,-0.1240468621253967,0.0781873986124992,1703610280.662694,0.987748920917511,0.0533954575657844,-0.1240468621253967,0.0781873986124992
